BARCODE,ITEM_ID,STOREID,ORIGINAL_PRICE,CURRENT_PRICE,QTY_MARKDOWN,QTY_ON_HAND
1070053006,13571011,798,8,7.2,79,1
1070053010,15639535,94,8,7.2,94,1
1070053012,15631513,29,8,7.2,29,1
1070053013,15145539,426,8,7.2,42,1
1070053020,15146048,431,8,7.2,43,1
1070053100,21181,446,8,7.2,44,1
1070054003,2141348,487,8,7.2,48,1
1070055686,1851732,54,8,7.2,54,1
1070055687,3525601,556,8,7.2,55,1
1070055689,1851754,599,8,7.2,59,1
1070055709,10232018,630,8,7.2,63,1
1070055710,10130035,658,8,7.2,65,1
1070055725,13570511,678,8,7.2,67,1
1070055726,13569517,686,8,7.2,68,1
1070055753,15328514,687,8,7.2,68,1
1070055755,15347548,69,8,7.2,69,1
1070055758,15704520,698,8,7.2,69,1
1070055763,15329017,709,8,7.2,70,1
1070055803,15327516,720,8,7.2,72,1
1070057804,2125845,724,8,7.2,72,1
1070059850,2826087,728,8,7.2,72,1
1070070175,1622062,732,8,7.2,73,1
1070070180,1821543,738,8,7.2,73,1
1070070230,21204,749,8,7.2,74,1
1070070232,21206,756,8,7.2,75,1
1070070238,21208,759,8,7.2,75,1
1070070262,10232512,765,8,7.2,76,1
1070070268,4875501,768,8,7.2,76,1
1070070280,739369,780,8,7.2,78,1
1070070294,3525602,785,8,7.2,78,1
1070070300,11846013,789,8,7.2,78,1
1070070365,12907511,790,8,7.2,79,1
1070070366,12907011,794,8,7.2,79,1
1070070376,15639534,796,8,7.2,79,1
1070070381,15715035,798,8,7.2,79,1
1070070773,4106520,94,8,7.2,94,1
1070070781,2279001,29,8,7.2,29,1
1070070805,11604015,426,8,7.2,42,1
1070070810,673415,431,8,7.2,43,1
1070070818,6699003,446,8,7.2,44,1
1070070860,548276,487,8,7.2,48,1
1070080422,1379096,54,8,7.2,54,1
1070080427,1586740,556,8,7.2,55,1
1070080722,21237,599,8,7.2,59,1
1070080727,1586735,630,8,7.2,63,1
1070080840,9223033,658,8,7.2,65,1
1070080849,6188021,678,8,7.2,67,1
1070080876,15146020,686,8,7.2,68,1
1070080880,15417555,687,8,7.2,68,1
1070085835,3572096,69,8,7.2,69,1
1070085840,3525600,698,8,7.2,69,1
1070085841,3525597,709,8,7.2,70,1
1070085843,3527017,720,8,7.2,72,1
1070085844,3527003,724,8,7.2,72,1
1070085849,10240011,728,8,7.2,72,1
1070085853,3931034,732,8,7.2,73,1
1070085855,4439547,738,8,7.2,73,1
1070085859,2199450,749,8,7.2,74,1
1070085860,1953017,756,8,7.2,75,1
1070085868,4463527,759,8,7.2,75,1
1070085869,4876502,765,8,7.2,76,1
1070085878,6266003,768,8,7.2,76,1
1070085879,4875504,780,8,7.2,78,1
1070085892,8526502,785,8,7.2,78,1
1070085893,4876501,789,8,7.2,78,1
1070085897,10318010,790,8,7.2,79,1
1070085909,9306626,794,8,7.2,79,1
1070085912,8380501,796,8,7.2,79,1
1070085918,10318510,798,8,7.2,79,1
1070085920,6266002,94,8,7.2,94,1
1070085922,15400552,29,8,7.2,29,1
1070085927,11844021,426,8,7.2,42,1
1070085954,15401032,431,8,7.2,43,1
1070085958,15146045,446,8,7.2,44,1
1070085962,15449031,487,8,7.2,48,1
1070085966,15449527,54,8,7.2,54,1
1070085972,15449524,556,8,7.2,55,1
1070085986,15328522,599,8,7.2,59,1
1070157034454,1736954,630,8,7.2,63,1
1070500028,2199633,658,8,7.2,65,1
1070540096,1670581,678,8,7.2,67,1
1070580075,21275,686,8,7.2,68,1
1070580089,1468825,687,8,7.2,68,1
1071127630268,3163625,69,8,7.2,69,1
1071800646,15438028,698,8,7.2,69,1
1073604053847,2158498,709,8,7.2,70,1
1074602552101,10585018,720,8,7.2,72,1
1074602585839,5607502,724,8,7.2,72,1
1074602585841,5494013,728,8,7.2,72,1
1074627300656,1639092,732,8,7.2,73,1
1074627300659,1639098,738,8,7.2,73,1
1074627300660,1639103,749,8,7.2,74,1
1074627300723,1639095,756,8,7.2,75,1
1075188435073,11703011,759,8,7.2,75,1
1076172000061,12370511,765,8,7.2,76,1
1076800110,1613461,768,8,7.2,76,1
1077388904191,1646412,780,8,7.2,78,1
1078656057926,2096938,785,8,7.2,78,1
1078656057927,2096939,789,8,7.2,78,1
1078656057928,2097992,790,8,7.2,79,1
1078656057929,2097993,794,8,7.2,79,1
1078656057930,2141951,796,8,7.2,79,1
107959418402,5944055,798,8,7.2,79,1
1081009244015,15086511,94,8,7.2,94,1
1081239701634,3735558,29,8,7.2,29,1
1081239701638,3735559,426,8,7.2,42,1
1081311502059,2204389,431,8,7.2,43,1
1081311502061,2204386,446,8,7.2,44,1
1081311502063,2204382,487,8,7.2,48,1
1081311502075,2204379,54,8,7.2,54,1
1081466901125,2039906,556,8,7.2,55,1
1081529802060,2677582,599,8,7.2,59,1
1081799301048,1943903,630,8,7.2,63,1
1081799301049,1943902,658,8,7.2,65,1
1081799301050,1943901,678,8,7.2,67,1
1081799301061,2056336,686,8,7.2,68,1
1081799301071,2139583,687,8,7.2,68,1
1081799301074,2167685,69,8,7.2,69,1
1081799301075,2167684,698,8,7.2,69,1
1081799301101,7274001,709,8,7.2,70,1
1083328200894,2112493,720,8,7.2,72,1
1083950000103,7860003,724,8,7.2,72,1
1084,15488518,728,8,7.2,72,1
1084045950010,15378586,732,8,7.2,73,1
1084045950015,15228515,738,8,7.2,73,1
1084045950017,15226047,749,8,7.2,74,1
1084878900014,6124054,756,8,7.2,75,1
1084878900024,6121069,759,8,7.2,75,1
1084885801709,4470051,765,8,7.2,76,1
1085000166571,3810553,768,8,7.2,76,1
1085017100518,2143924,780,8,7.2,78,1
1085017100519,2143925,785,8,7.2,78,1
1085329700,6024502,789,8,7.2,78,1
1085332400124,3987591,790,8,7.2,79,1
1085576500137,9779509,794,8,7.2,79,1
1085652600745,2672615,796,8,7.2,79,1
1085667500216,2097030,798,8,7.2,79,1
108580610050,2212315,94,8,7.2,94,1
1085806100503,2203118,29,8,7.2,29,1
1085806100505,2203121,426,8,7.2,42,1
1085806100506,2203120,431,8,7.2,43,1
1085806100524,2203122,446,8,7.2,44,1
1085923700538,5615548,487,8,7.2,48,1
1085997502040,2019696,54,8,7.2,54,1
1085997502042,2019693,556,8,7.2,55,1
1085997502047,2019860,599,8,7.2,59,1
1085997502049,2019852,630,8,7.2,63,1
1086002000181,5131671,658,8,7.2,65,1
1087801002,2168561,678,8,7.2,67,1
1087801003,2168566,686,8,7.2,68,1
1087803001,2168562,687,8,7.2,68,1
1087805001,2168564,69,8,7.2,69,1
1087856766,2160029,698,8,7.2,69,1
1087881085,2159713,709,8,7.2,70,1
1087881086,2159710,720,8,7.2,72,1
1087881087,2159712,724,8,7.2,72,1
1087881088,2159708,728,8,7.2,72,1
1087881090,2159706,732,8,7.2,73,1
1087893010,2160045,738,8,7.2,73,1
1087894010,2776512,749,8,7.2,74,1
1087895010,2160039,756,8,7.2,75,1
1088564098441,8880007,759,8,7.2,75,1
1088614410665,10791511,765,8,7.2,76,1
1088878381286,9377008,768,8,7.2,76,1
1088949700067,1960539,780,8,7.2,78,1
1088949700068,2660093,785,8,7.2,78,1
1089674300200,2143903,789,8,7.2,78,1
1090000015,21376,790,8,7.2,79,1
1090000018,21377,794,8,7.2,79,1
1090000021,21378,796,8,7.2,79,1
1090000028,21380,798,8,7.2,79,1
1090000030,21381,94,8,7.2,94,1
1090000103,6158501,29,8,7.2,29,1
1090000114,497631,426,8,7.2,42,1
1090000156,532027,431,8,7.2,43,1
1090000291,2851551,446,8,7.2,44,1
1090000294,479609,487,8,7.2,48,1
1090000330,21404,54,8,7.2,54,1
1090000336,977422,556,8,7.2,55,1
1090000337,977420,599,8,7.2,59,1
1090000383,312186,630,8,7.2,63,1
1090000504,820022,658,8,7.2,65,1
1090000510,21407,678,8,7.2,67,1
1090000531,21411,686,8,7.2,68,1
1090000591,1077711,687,8,7.2,68,1
1090000592,1077712,69,8,7.2,69,1
1090001169,2959068,698,8,7.2,69,1
1090001331,21419,709,8,7.2,70,1
1090002494,977419,720,8,7.2,72,1
1090003380,21402,724,8,7.2,72,1
1090008201,1266394,728,8,7.2,72,1
1090010225,2959064,732,8,7.2,73,1
1090023273,4923022,738,8,7.2,73,1
1090028130,1997122,749,8,7.2,74,1
1090030502,2212463,756,8,7.2,75,1
1090040100,3203505,759,8,7.2,75,1
1090058207,21374,765,8,7.2,76,1
1090063336,1410656,768,8,7.2,76,1
1090063337,1410657,780,8,7.2,78,1
1090063384,312431,785,8,7.2,78,1
1090070622,4923021,789,8,7.2,78,1
1090071478,9552010,790,8,7.2,79,1
1090074331,1638780,794,8,7.2,79,1
1090902959,538137,796,8,7.2,79,1
10916175,10169020,798,8,7.2,79,1
10916176,10170510,94,8,7.2,94,1
10916178,10170509,29,0.02,0.02,29,1
10916179,10170512,426,0.02,0.02,42,1
10916180,10170514,431,0.02,0.02,43,1
10916181,10166520,446,0.02,0.02,44,1
10916243,10169019,487,0.02,0.02,48,1
1094210438,3168037,54,0.02,0.02,54,1
1094221375,1697146,556,0.02,0.02,55,1
1094221442,1697089,599,0.02,0.02,59,1
1094221537,3221011,630,0.02,0.02,63,1
1094221662,2058967,658,0.02,0.02,65,1
1094221903,2058963,678,0.02,0.02,67,1
1094221932,2142927,686,0.02,0.02,68,1
1094222052,2142926,687,0.02,0.02,68,1
1094222061,2276554,69,0.02,0.02,69,1
1094222062,4388556,698,0.02,0.02,69,1
1094222087,2142924,709,0.02,0.02,70,1
1094222392,2275545,720,0.02,0.02,72,1
1094222397,2276556,724,0.02,0.02,72,1
1094222410,2275551,728,0.02,0.02,72,1
1094222545,2275549,732,0.02,0.02,73,1
1094222668,2142921,738,0.02,0.02,73,1
1094222687,4388570,749,0.02,0.02,74,1
10957991365,6380509,756,0.02,0.02,75,1
1097820001,6354528,759,0.02,0.02,75,1
1097820003,6354531,765,0.02,0.02,76,1
1097820006,6636501,768,0.02,0.02,76,1
1097820013,6354533,780,0.02,0.02,78,1
1097820015,6354524,785,0.02,0.02,78,1
1097820027,6642001,789,0.02,0.02,78,1
1097820036,6354535,790,0.02,0.02,79,1
1097820048,1144622,794,0.02,0.02,79,1
1097820050,6354501,796,0.02,0.02,79,1
1097820054,6642002,798,0.02,0.02,79,1
1097820059,6642501,94,0.02,0.02,94,1
1097820066,1144624,29,0.02,0.02,29,1
1097820072,6642503,426,0.02,0.02,42,1
1097820083,6354539,431,0.02,0.02,43,1
1097820085,6354525,446,0.02,0.02,44,1
1097820087,6354530,487,0.02,0.02,48,1
1097820117,6354540,54,0.02,0.02,54,1
1097820160,6354519,556,0.02,0.02,55,1
1097822094,6643504,599,0.02,0.02,59,1
1097822101,6643503,630,0.02,0.02,63,1
1097889003,6354502,658,0.02,0.02,65,1
1097889048,6354503,678,0.02,0.02,67,1
1097889049,6354504,686,0.02,0.02,68,1
1097889066,6358544,687,0.02,0.02,68,1
1097889160,6643001,69,0.02,0.02,69,1
1097889260,6643003,698,0.02,0.02,69,1
1098402493,5722045,709,0.02,0.02,70,1
1098402497,10129009,720,0.02,0.02,72,1
1098405911,5830021,724,0.02,0.02,72,1
1098405932,4512001,728,0.02,0.02,72,1
1098405933,4946543,732,0.02,0.02,73,1
1098460440,1143545,738,0.02,0.02,73,1
1098600222,21432,749,0.02,0.02,74,1
1098600250,2134390,756,0.02,0.02,75,1
1098600281,21439,759,0.02,0.02,75,1
1098600303,21441,765,0.02,0.02,76,1
1098601009,4737036,768,0.02,0.02,76,1
1098601033,4813031,780,0.02,0.02,78,1
1098601034,3666535,785,0.02,0.02,78,1
1098601035,4249523,789,0.02,0.02,78,1
1098601040,3368524,790,0.02,0.02,79,1
1098601049,5178518,794,0.02,0.02,79,1
1098601051,7368511,796,0.02,0.02,79,1
1098601061,15133013,798,0.02,0.02,79,1
1098601067,15757042,94,0.02,0.02,94,1
1098601068,15757564,29,0.02,0.02,29,1
1098601086,12557512,426,0.02,0.02,42,1
1098601111,11033015,431,0.02,0.02,43,1
1098601114,11014509,446,0.02,0.02,44,1
1098601127,11447020,487,0.02,0.02,48,1
1098601128,11447022,54,0.02,0.02,54,1
1098601129,11448511,556,0.02,0.02,55,1
1099500190,674580,599,0.02,0.02,59,1
1099500191,674577,630,0.02,0.02,63,1
1099500192,674579,658,0.02,0.02,65,1
1099500193,674578,678,0.02,0.02,67,1
1099500194,674576,686,0.02,0.02,68,1
1099500245,1343285,687,0.02,0.02,68,1
1099500246,1343289,69,0.02,0.02,69,1
1099500380,1203442,698,0.02,0.02,69,1
1099500381,1203445,709,0.02,0.02,70,1
1099500581,1422404,720,0.02,0.02,72,1
1099500794,325277,724,0.02,0.02,72,1
1099500795,325276,728,0.02,0.02,72,1
1099507192,2215193,732,0.02,0.02,73,1
1099507193,1732757,738,0.02,0.02,73,1
1099508190,1768783,749,0.02,0.02,74,1
1099508191,2216659,756,0.02,0.02,75,1
11000,603902,759,0.02,0.02,75,1
1100000407,1451629,765,0.02,0.02,76,1
1100000408,1451616,768,0.02,0.02,76,1
1100000554,1112015,780,0.02,0.02,78,1
1100000567,1112017,785,0.02,0.02,78,1
1100000570,539825,789,0.02,0.02,78,1
1100000571,1112018,790,0.02,0.02,79,1
1100000572,1112016,794,0.02,0.02,79,1
1100000573,1120656,796,0.02,0.02,79,1
1100000578,1120654,798,0.02,0.02,79,1
11002,1450681,94,0.02,0.02,94,1
11004,1656736,29,0.02,0.02,29,1
11005,1143535,426,0.02,0.02,42,1
11007,1485013,431,0.02,0.02,43,1
11008,1961980,446,0.02,0.02,44,1
11010,1656737,487,0.02,0.02,48,1
11011,1656738,54,0.02,0.02,54,1
11011400000,6155532,556,0.02,0.02,55,1
1101313050,1244561,599,0.02,0.02,59,1
1101313051,1244563,630,0.02,0.02,63,1
11017,7833501,658,0.02,0.02,65,1
1101710140,21476,678,0.02,0.02,67,1
1101714800,21510,686,0.02,0.02,68,1
1101730238,21552,687,0.02,0.02,68,1
1101730247,21554,69,0.02,0.02,69,1
1101731405,21599,698,0.02,0.02,69,1
1101731406,21600,709,0.02,0.02,70,1
1101732010,21608,720,0.02,0.02,72,1
1101732059,717845,724,0.02,0.02,72,1
1101732260,21615,728,0.02,0.02,72,1
1101732261,21616,732,0.02,0.02,73,1
1101732585,21620,738,0.02,0.02,73,1
1101737080,545440,749,0.02,0.02,74,1
1101737081,545441,756,0.02,0.02,75,1
1101740320,717628,759,0.02,0.02,75,1
1101740388,920231,765,0.02,0.02,76,1
1101740392,920232,768,0.02,0.02,76,1
1101740414,920244,780,0.02,0.02,78,1
1101740443,920234,785,0.02,0.02,78,1
1101740445,920233,789,0.02,0.02,78,1
1101740456,1290316,790,0.02,0.02,79,1
1101740464,1290314,794,0.02,0.02,79,1
1101740466,1290315,796,0.02,0.02,79,1
1101740472,1290311,798,0.02,0.02,79,1
1101740476,1290321,94,0.02,0.02,94,1
1101740478,1290322,29,0.02,0.02,29,1
1101740484,1290328,426,0.02,0.02,42,1
1101740487,1029571,431,0.02,0.02,43,1
1101740488,1290330,446,0.02,0.02,44,1
1101740489,1029570,487,0.02,0.02,48,1
1101740507,1890251,54,0.02,0.02,54,1
1101740520,1151597,556,0.02,0.02,55,1
1101740557,1261273,599,0.02,0.02,59,1
1101740597,1369666,630,0.02,0.02,63,1
1101740605,1369671,658,0.02,0.02,65,1
1101740608,1373920,678,0.02,0.02,67,1
1101740649,1447077,686,0.02,0.02,68,1
1101740650,1428099,687,0.02,0.02,68,1
1101740652,1428105,69,0.02,0.02,69,1
1101740654,1428103,698,0.02,0.02,69,1
1101740662,1447080,709,0.02,0.02,70,1
1101740709,1496077,720,0.02,0.02,72,1
1101740730,1601866,724,0.02,0.02,72,1
1101740732,1601867,728,0.02,0.02,72,1
1101740734,1686901,732,0.02,0.02,73,1
1101740736,1601864,738,0.02,0.02,73,1
1101740738,1601863,749,0.02,0.02,74,1
1101740740,1601861,756,0.02,0.02,75,1
1101740781,1261274,759,0.02,0.02,75,1
1101740785,1151595,765,0.02,0.02,76,1
1101740787,1151596,768,0.02,0.02,76,1
1101740789,1029566,780,0.02,0.02,78,1
1101740793,920227,785,0.02,0.02,78,1
1101740812,1686895,789,0.02,0.02,78,1
1101740815,1890246,790,0.02,0.02,79,1
1101740817,1890259,794,0.02,0.02,79,1
1101740819,477852,796,0.02,0.02,79,1
1101740821,477851,798,0.02,0.02,79,1
1101740823,477853,94,0.02,0.02,94,1
1101740874,1601868,29,0.02,0.02,29,1
1101740943,1974532,426,0.02,0.02,42,1
1101740945,1974540,431,0.02,0.02,43,1
1101740951,1974538,446,0.02,0.02,44,1
1101740955,1974535,487,0.02,0.02,48,1
1101740957,1974536,54,0.02,0.02,54,1
1101740958,1974545,556,0.02,0.02,55,1
1101740968,1976468,599,0.02,0.02,59,1
1101740970,2071904,630,0.02,0.02,63,1
1101756668,2044070,658,0.02,0.02,65,1
1101756987,2129924,678,0.02,0.02,67,1
1101757003,2129917,686,0.02,0.02,68,1
1101757004,2129834,687,0.02,0.02,68,1
1101757008,2129884,69,0.02,0.02,69,1
1101757009,2129958,698,0.02,0.02,69,1
1101757012,2129893,709,0.02,0.02,70,1
1101757013,2129955,720,0.02,0.02,72,1
11018,1660682,724,0.02,0.02,72,1
11019,7831001,728,0.02,0.02,72,1
11020,1034819,732,0.02,0.02,73,1
11021,1146569,738,0.02,0.02,73,1
11025,2090193,749,0.02,0.02,74,1
1102931181,1200378,756,0.02,0.02,75,1
1102931183,1200377,759,0.02,0.02,75,1
11030,1579203,765,0.02,0.02,76,1
1103441004,1996523,768,0.02,0.02,76,1
1103441005,21646,780,0.02,0.02,78,1
1103441007,21647,785,0.02,0.02,78,1
1103442005,21648,789,0.02,0.02,78,1
1103442007,21649,790,0.02,0.02,79,1
1103450003,1752528,794,0.02,0.02,79,1
1103450005,21653,796,0.02,0.02,79,1
1103498115,3957022,798,0.02,0.02,79,1
11036,1579204,94,0.02,0.02,94,1
11038,1180873,29,7.5,6.75,29,1
11045,1579206,426,7.5,6.75,42,1
11048,1198258,431,7.5,6.75,43,1
11057,1622950,446,7.5,6.75,44,1
11061,1685605,487,7.5,6.75,48,1
11064,1579213,54,7.5,6.75,54,1
11069,1685606,556,7.5,6.75,55,1
11072,1579214,599,7.5,6.75,59,1
11074,1502085,630,7.5,6.75,63,1
11076,1690939,658,7.5,6.75,65,1
11078,1707855,678,7.5,6.75,67,1
11080,1725983,686,7.5,6.75,68,1
110854767003,1786458,687,7.5,6.75,68,1
11093,1636050,69,7.5,6.75,69,1
11101,1781633,698,7.5,6.75,69,1
11102,1781637,709,7.5,6.75,70,1
11110228012,2131842,720,7.5,6.75,72,1
1111100154,2168039,724,7.5,6.75,72,1
1111100165,2168036,728,7.5,6.75,72,1
1111100169,2168032,732,7.5,6.75,73,1
1111100183,2168017,738,7.5,6.75,73,1
1111100192,2168013,749,7.5,6.75,74,1
1111100200,2185075,756,7.5,6.75,75,1
1111100201,2182723,759,7.5,6.75,75,1
1111100202,2182724,765,7.5,6.75,76,1
1111100207,2168023,768,7.5,6.75,76,1
1111100259,4690504,780,7.5,6.75,78,1
1111100261,4691002,785,7.5,6.75,78,1
1111100314,2168030,789,7.5,6.75,78,1
1111100339,2168043,790,7.5,6.75,79,1
1111100347,2182549,794,7.5,6.75,79,1
1111100348,2182694,796,7.5,6.75,79,1
1111100349,2187682,798,7.5,6.75,79,1
1111100405,2162160,94,7.5,6.75,94,1
1111100406,2162162,29,7.5,6.75,29,1
1111100407,2162163,426,7.5,6.75,42,1
1111100452,2183976,431,7.5,6.75,43,1
1111100453,2182696,446,7.5,6.75,44,1
1111100477,2185825,487,7.5,6.75,48,1
1111100494,2182706,54,7.5,6.75,54,1
1111100495,2182718,556,7.5,6.75,55,1
1111100496,2187680,599,7.5,6.75,59,1
1111100498,2168034,630,7.5,6.75,63,1
1111100514,1951693,658,7.5,6.75,65,1
1111100518,2182727,678,7.5,6.75,67,1
1111100525,2168041,686,7.5,6.75,68,1
1111100554,2187655,687,7.5,6.75,68,1
1111100557,2168045,69,7.5,6.75,69,1
1111100559,5751507,698,7.5,6.75,69,1
1111100560,2182731,709,7.5,6.75,70,1
1111100561,2183979,720,7.5,6.75,72,1
1111100565,2185079,724,7.5,6.75,72,1
1111100567,2183981,728,7.5,6.75,72,1
1111100593,13948512,732,7.5,6.75,73,1
1111100594,2187658,738,7.5,6.75,73,1
1111100595,3197510,749,7.5,6.75,74,1
1111100793,1167951,756,7.5,6.75,75,1
1111100872,5753001,759,7.5,6.75,75,1
1111100873,3478514,765,7.5,6.75,76,1
1111100884,2620552,768,7.5,6.75,76,1
1111100885,2620550,780,7.5,6.75,78,1
1111100886,2620549,785,7.5,6.75,78,1
1111100942,2500502,789,7.5,6.75,78,1
1111100943,2500504,790,7.5,6.75,79,1
1111100944,2500508,794,7.5,6.75,79,1
1111100945,2500510,796,7.5,6.75,79,1
1111100946,2500513,798,7.5,6.75,79,1
1111100995,3543590,94,7.5,6.75,94,1
1111100998,2293015,29,7.5,6.75,29,1
1111101007,2293014,426,7.5,6.75,42,1
1111101008,2291505,431,7.5,6.75,43,1
1111101010,2291508,446,7.5,6.75,44,1
1111101018,2620568,487,7.5,6.75,48,1
1111101019,2620567,54,7.5,6.75,54,1
1111101020,2620561,556,7.5,6.75,55,1
1111101021,2620560,599,7.5,6.75,59,1
1111101022,2620559,630,7.5,6.75,63,1
1111101023,2620554,658,7.5,6.75,65,1
1111101026,2620574,678,7.5,6.75,67,1
1111101027,2620571,686,7.5,6.75,68,1
1111101034,3478515,687,7.5,6.75,68,1
1111101040,2619023,69,7.5,6.75,69,1
1111101048,2500028,698,7.5,6.75,69,1
1111101049,2500040,709,7.5,6.75,70,1
1111101050,2619019,720,7.5,6.75,72,1
1111101067,2626026,724,7.5,6.75,72,1
1111101069,3478502,728,7.5,6.75,72,1
1111101071,10667011,732,7.5,6.75,73,1
1111101073,2501514,738,7.5,6.75,73,1
1111101085,2500517,749,7.5,6.75,74,1
1111101086,11073031,756,7.5,6.75,75,1
1111101096,2500525,759,7.5,6.75,75,1
1111101103,2503018,765,7.5,6.75,76,1
1111101105,2503020,768,7.5,6.75,76,1
1111101106,2503021,780,7.5,6.75,78,1
1111101123,2620564,785,7.5,6.75,78,1
1111101126,2619038,789,7.5,6.75,78,1
1111101172,2501519,790,7.5,6.75,79,1
1111101173,2501516,794,7.5,6.75,79,1
1111101174,2501524,796,7.5,6.75,79,1
1111101201,2756010,798,7.5,6.75,79,1
1111101202,2756013,94,7.5,6.75,94,1
1111101208,1363147,29,6.5,5.85,29,1
1111101209,1363146,426,6.5,5.85,42,1
1111101215,1363151,431,6.5,5.85,43,1
1111101216,13952511,446,6.5,5.85,44,1
1111101217,13947513,487,6.5,5.85,48,1
1111101218,13946019,54,6.5,5.85,54,1
1111101219,2641015,556,6.5,5.85,55,1
1111101220,2641016,599,6.5,5.85,59,1
1111101221,2639504,630,6.5,5.85,63,1
1111101265,3011039,658,6.5,5.85,65,1
1111101266,3011044,678,6.5,5.85,67,1
1111101267,3011037,686,6.5,5.85,68,1
1111101321,2623017,687,6.5,5.85,68,1
1111101323,2623013,69,6.5,5.85,69,1
1111101324,2663519,698,6.5,5.85,69,1
1111101377,3367084,709,6.5,5.85,70,1
1111101412,1363137,720,6.5,5.85,72,1
1111101413,1363140,724,6.5,5.85,72,1
1111101414,1363139,728,6.5,5.85,72,1
1111101437,3572110,732,6.5,5.85,73,1
1111101490,1252207,738,6.5,5.85,73,1
1111101565,3003048,749,6.5,5.85,74,1
1111101569,3003106,756,6.5,5.85,75,1
1111101570,3003087,759,6.5,5.85,75,1
1111101573,3003044,765,6.5,5.85,76,1
1111101578,3003102,768,6.5,5.85,76,1
1111101580,3003083,780,6.5,5.85,78,1
1111101583,3003093,785,6.5,5.85,78,1
1111101593,4023010,789,6.5,5.85,78,1
1111101602,3367080,790,6.5,5.85,79,1
1111101634,3478513,794,6.5,5.85,79,1
1111101637,3478503,796,6.5,5.85,79,1
1111101640,3369012,798,6.5,5.85,79,1
1111101642,3478030,94,6.5,5.85,94,1
1111101643,3478031,29,6,5.4,29,1
1111101659,3199566,426,6,5.4,42,1
1111101663,3367073,431,6,5.4,43,1
1111101690,4696001,446,6,5.4,44,1
1111101691,5753504,487,6,5.4,48,1
1111101695,3369015,54,6,5.4,54,1
1111101696,3367077,556,6,5.4,55,1
1111101708,3369018,599,6,5.4,59,1
1111101722,3367070,630,6,5.4,63,1
1111101733,4023011,658,6,5.4,65,1
1111101739,4699073,678,6,5.4,67,1
1111101815,4023016,686,6,5.4,68,1
1111101817,3995049,687,6,5.4,68,1
1111101834,3525509,69,6,5.4,69,1
1111101836,8319001,698,6,5.4,69,1
1111101839,8317512,709,6,5.4,70,1
1111101896,4693006,720,6,5.4,72,1
1111101897,5754501,724,6,5.4,72,1
1111101898,4693014,728,6,5.4,72,1
1111101900,4691505,732,6,5.4,73,1
1111101903,5758502,738,6,5.4,73,1
1111101904,4692002,749,6,5.4,74,1
1111101909,4684001,756,6,5.4,75,1
1111101913,4684501,759,6,5.4,75,1
1111101947,8570013,765,6,5.4,76,1
1111102060,4692521,768,6,5.4,76,1
1111102061,4692520,780,6,5.4,78,1
1111102062,4692519,785,6,5.4,78,1
1111102064,4683002,789,6,5.4,78,1
1111102066,5746501,790,6,5.4,79,1
1111102117,5075519,794,6,5.4,79,1
1111102161,5097600,796,6,5.4,79,1
1111102164,5887011,798,6,5.4,79,1
1111102166,5097603,94,6,5.4,94,1
1111102170,3914529,29,7,6.3,29,1
1111102171,3914534,426,7,6.3,42,1
1111102180,3915005,431,7,6.3,43,1
1111102197,3914546,446,7,6.3,44,1
1111102205,3914550,487,7,6.3,48,1
1111102206,3914552,54,7,6.3,54,1
1111102248,4675525,556,7,6.3,55,1
1111102267,4679002,599,7,6.3,59,1
1111102269,4677502,630,7,6.3,63,1
1111102317,3915007,658,7,6.3,65,1
1111102333,5758058,678,7,6.3,67,1
1111102334,5757509,686,7,6.3,68,1
1111102353,4837533,687,7,6.3,68,1
1111102354,4837537,69,7,6.3,69,1
1111102355,4837576,698,7,6.3,69,1
1111102356,4750039,709,7,6.3,70,1
1111102357,4750035,720,7,6.3,72,1
1111102358,4750037,724,7,6.3,72,1
1111102364,4686002,728,7,6.3,72,1
1111102365,4685505,732,7,6.3,73,1
1111102463,4681002,738,7,6.3,73,1
1111102477,4696501,749,7,6.3,74,1
1111102478,4692517,756,7,6.3,75,1
1111102479,4692518,759,7,6.3,75,1
1111102480,1231917,765,7,6.3,76,1
1111102486,4682001,768,7,6.3,76,1
1111102503,4675532,780,7,6.3,78,1
1111102522,4680001,785,7,6.3,78,1
1111102524,4680502,789,7,6.3,78,1
1111102552,4695001,790,7,6.3,79,1
1111102583,4685501,794,7,6.3,79,1
1111102586,4699075,796,7,6.3,79,1
1111102590,4699048,798,7,6.3,79,1
1111102591,4699038,94,7,6.3,94,1
1111102592,4699064,29,6,5.4,29,1
1111102595,4699062,426,6,5.4,42,1
1111102596,6441507,431,6,5.4,43,1
1111102601,4750049,446,6,5.4,44,1
1111102602,4749584,487,6,5.4,48,1
1111102603,4749587,54,6,5.4,54,1
1111102604,4750025,556,6,5.4,55,1
1111102607,5221005,599,6,5.4,59,1
1111102608,5221008,630,6,5.4,63,1
1111102609,5753501,658,6,5.4,65,1
1111102696,4750033,678,6,5.4,67,1
1111102717,4680501,686,6,5.4,68,1
1111102769,6645001,687,6,5.4,68,1
1111102791,1363148,69,6,5.4,69,1
1111102800,6644501,698,6,5.4,69,1
1111102801,6644502,709,6,5.4,70,1
1111102831,1252211,720,6,5.4,72,1
1111102845,5758057,724,6,5.4,72,1
1111102892,5748008,728,6,5.4,72,1
1111102903,7542004,732,6,5.4,73,1
