BarCode,STOREID,ORIGINAL_PRICE,CURRENT_PRICE,QTY_MARKDOWN
5011348020037,860,2.19,2.19,25
5010482832353,281,9,9,5
5010482000165,366,2,2,4
80310549,442,0.59,0.59,17
5060743744345,1411,1,1,21
50295401,1654,1.18,1.18,5
5010482187552,1554,3.75,3.75,2
8051708018776,1635,1.8,1.8,7
5054267015319,858,4,4,9
5019312094220,1467,3.5,3.5,10
5011166066248,1644,14.99,14.99,2
3068320014067,785,1.25,1.25,21
8720181511325,1471,4.5,4.5,15
8410076620927,1444,1.5,1.5,5
5410126197006,51,2,2,5
5000242451535,320,4.4,4.4,4
5050665016453,476,1.5,1.5,1
7613034752314,288,1,1,13
8723400826866,234,0.5,0.5,22
5000168200781,1738,1.75,1.75,16
5056170383301,284,1.5,1.5,8
5012035960278,357,1,1,9
7613287557551,327,4,4,1
9772046145656,123,1.6,1.6,6
3023290209691,1517,2,2,3
5012454068609,962,0.1,0.1,25
5060045388445,636,1.5,1.5,15
5010284100018,1673,16,16,14
5010482598327,708,3.75,3.75,19
8712100888274,729,1,1,4
5065018220104,92,2.25,2.25,21
8719200086128,1709,1.55,1.55,6
5000221001386,636,2.45,2.45,13
8410076620996,1267,1.45,1.45,16
5000159451000,83,1.5,1.5,16
7638900202663,1368,4.6,4.6,9
7613036845311,956,1,1,2
5010775198449,1694,1.5,1.5,17
5060489461834,579,2.6,2.6,12
5010482859497,1342,1,1,5
8718951265837,1782,0.9,0.9,23
8005415049868,395,15,15,2
8003625094043,743,6.99,6.99,20
5060039252042,1751,1.7,1.7,16
5010236157664,941,1,1,7
5011231836462,549,0.25,0.25,20
5000237122747,245,2,2,16
5010482341220,194,2.4,2.4,22
9300770043551,871,7.99,7.99,8
5011962972194,384,0.75,0.75,11
4009900489119,1504,2.5,2.5,20
7622201497057,141,0.1,0.1,19
5010482373535,1411,3.5,3.5,18
5011417561737,1538,3,3,14
5033747011102,1690,0.4,0.4,3
5015302200596,348,2.99,2.99,19
3800020453919,170,0.75,0.75,16
5010236104750,960,4,4,22
5000168008073,706,1.2,1.2,2
5010482003548,47,1,1,14
5010482834074,1370,2,2,12
5015302420390,748,0.79,0.79,15
5011166206590,57,6.5,6.5,11
5010482745363,982,5,5,17
811538013031,1322,26.5,26.5,11
5010482570798,315,0.05,0.05,19
5010853264134,907,2,2,21
5010052110973,1210,1,1,4
5000237128138,593,1.6,1.6,1
5060060213463,579,1,1,16
5000168007298,1216,0.9,0.9,3
5055015293478,1332,0.99,0.99,19
5060123602081,817,3.75,3.75,5
5010482578640,1257,1,1,4
5010482384968,760,2.5,2.5,3
7613037060645,1397,2.25,2.25,22
7393714898753,694,10.5,10.5,5
5019503006018,297,1.25,1.25,12
5000237134023,1473,1.25,1.25,25
5010853248271,964,3.99,3.99,3
5011096010595,598,4,4,12
5000232877758,720,0.69,0.69,21
5013175409054,637,1,1,16
5020044950722,174,7.99,7.99,17
5010482816803,322,11,11,7
5019520008750,312,2.5,2.5,25
5025659840246,802,12,12,19
5010482902438,556,4,4,23
5026180073820,382,3,3,16
7613033797002,1341,0.5,0.5,8
7613039896167,1684,2,2,3
5060174780226,73,2,2,23
5010482657604,1712,1,1,16
7613036319041,139,2.5,2.5,15
5010024140229,801,1,1,1
5010482188535,1279,1,1,6
5010482197117,978,1.25,1.25,10
5011166056744,1686,12.99,12.99,3
5011475125957,1636,4.4,4.4,22
9315743501181,364,8.25,8.25,15
8410376039719,15,1,1,1
5060078185059,1607,7.49,7.49,25
5099061000666,1378,1.49,1.49,25
5000187118067,967,1,1,21
5023139861613,34,10,10,17
5390494002853,767,1.5,1.5,14
5010482916848,785,4.5,4.5,13
5050665044890,1370,1.5,1.5,6
3029440000408,34,25.99,25.99,14
5010482573119,1340,2,2,22
5010029226133,1321,3,3,12
5050313100152,588,0.1,0.1,22
745092000933,129,0.1,0.1,24
8711327622210,1245,4.5,4.5,6
5060053605022,1657,0.6,0.6,23
5010227231458,1512,0.5,0.5,25
5010134921992,801,7.95,7.95,21
5014379029833,1459,2.6,2.6,7
5000187130915,1663,1.75,1.75,4
9300727030528,294,6.99,6.99,25
7622210953292,223,2,2,5
5010482339449,64,5.5,5.5,22
5017838816890,485,1.71,1.71,21
615357118775,1763,3.5,3.5,6
5022240013744,190,2.5,2.5,9
5010482796242,51,6.89,6.89,3
4260283250592,542,1.5,1.5,10
8008698007303,1224,1,1,5
778988275726,354,7.99,7.99,20
5010482771980,409,0.1,0.1,25
5053827183123,225,4.5,4.5,3
48256291063,1738,1,1,22
4007415018640,1272,1.25,1.25,21
5000143918823,1673,11.31,11.31,7
5000113007595,625,1,1,18
5056357908891,245,1,1,16
5010482432621,1548,2.5,2.5,23
5011308510271,753,1.85,1.85,18
5060038023933,719,2.5,2.5,16
5016935000904,1537,2.5,2.5,1
5010511478286,1427,1.5,1.5,15
5010482289881,930,4,4,1
4002359642234,1533,2.28,2.28,19
5059001010148,401,12.5,12.5,17
5000242420012,443,1.5,1.5,24
5052516113199,870,0.1,0.1,18
5010102103627,184,2,2,3
5010482158408,1506,2.4,2.4,15
5000213024676,730,6.35,6.35,17
5060038582072,768,3,3,21
5000128723244,442,0.95,0.95,16
5024996870473,1594,7,7,14
5060228270932,571,6.49,6.49,23
5056357905944,936,3,3,6
5025728007181,1767,10,10,15
5010482739485,100,1.75,1.75,19
5010482338992,1428,2.5,2.5,18
8008440546029,61,6.5,6.5,22
4060800168153,45,1,1,11
5010482597030,976,1,1,1
5000146064602,1555,1,1,14
5026637667930,1207,2.49,2.49,13
9311789001043,107,9.49,9.49,23
5000118031342,1225,1,1,1
7613287075321,802,2.25,2.25,6
5060107330368,376,1,1,23
3014260014155,1428,0.5,0.5,6
5000431027572,328,11.05,11.05,15
628154383659,1535,3,3,7
5010482761448,252,2,2,7
5000237109106,1555,2.5,2.5,7
746935352318,960,0.01,0.01,23
3049197105096,500,28,28,24
5036319017670,370,1.25,1.25,7
5010186019548,971,5,5,25
8051708015294,419,10.99,10.99,11
8710847925078,588,2.5,2.5,15
5011106880002,184,2.15,2.15,18
7622202262616,145,1.5,1.5,18
5010438022456,1533,2,2,18
6009694637053,1205,0.8,0.8,3
5010482358419,1214,2,2,20
5050313100015,95,0.1,0.1,18
5011825010025,1472,2,2,25
5390494002068,930,2.5,2.5,15
7622201711351,1274,2.25,2.25,22
5010482771270,763,2.45,2.45,19
5010033138804,871,1,1,15
9311659000640,1558,9,9,17
5026637608506,1705,4.99,4.99,21
89819405152,88,6.25,6.25,12
5011376000919,445,1.4,1.4,15
5391518712246,763,2,2,12
9772049170822,538,1.6,1.6,7
5000168188317,569,0.85,0.85,7
6009712300709,1374,2.5,2.5,12
5010236116869,569,2,2,15
5010296001020,22,23.99,23.99,6
5000328018775,912,2.5,2.5,24
5015302416621,1725,0.99,0.99,12
5000129341034,757,1.99,1.99,22
5025514000358,282,2.75,2.75,19
5449000011541,911,11.5,11.5,6
5000157156129,1790,1.75,1.75,17
5060212913128,1609,5,5,19
5013635306107,556,2,2,19
3296180005400,1785,8.5,8.5,18
5000148000455,1309,1.8,1.8,11
5010033828644,1643,1,1,15
5010034008755,613,1,1,12
5013339002602,101,2,2,24
5000354908361,105,1.05,1.05,22
5000157154972,184,3,3,18
5010482862657,1268,4,4,18
5010482558406,1283,2.2,2.2,13
7622210704825,299,1.55,1.55,6
3533630094073,1662,0.9,0.9,11
5088702225438,556,1.5,1.5,14
3228021950051,1560,2.5,2.5,10
5023849113729,738,1.5,1.5,22
3166298521201,1356,3,3,21
9322214006328,1376,7.25,7.25,14
5099357002305,161,42.99,42.99,5
5000129302677,565,1.19,1.19,22
5056586600153,857,3.5,3.5,23
5011096008776,1367,2,2,10
5000354168253,1719,0.85,0.85,15
5010482858018,100,5,5,10
6009711200284,783,6.75,6.75,5
5000108198710,1536,4.25,4.25,21
5015934373712,1223,2.99,2.99,19
5011187123227,1209,1.31,1.31,17
9772052578646,1764,1.6,1.6,5
5011417563854,1317,2,2,8
5018735224931,1678,1.65,1.65,1
4605705007567,87,9.99,9.99,24
5011096000220,1569,2.65,2.65,4
5010238022465,1257,1.25,1.25,14
5034525000370,352,4,4,4
3430069765676,940,2,2,6
5390494003270,877,1.75,1.75,22
5010092703012,16,1.35,1.35,22
5010482280482,490,2.5,2.5,4
4010198030532,1561,1,1,8
8710908351549,276,5,5,13
5035766065562,1754,3.92,3.92,20
8712561698603,349,1,1,10
5449000133434,1310,1.75,1.75,6
5030039006112,1566,1,1,1
5000171054852,1355,1,1,19
5010482402082,1355,2.5,2.5,16
5000168215938,1604,1.5,1.5,1
5012159039249,1366,1.25,1.25,8
9770968354309,327,4.99,4.99,5
5016910903466,1732,1,1,18
5060162210186,1233,2.5,2.5,4
5032678009066,284,2.79,2.79,25
9770307123429,993,2.5,2.5,21
5449000276018,262,1.3,1.3,3
7622202260834,1321,1.5,1.5,17
5011056022033,923,1.65,1.65,15
4000522163050,1237,1,1,9
8711327374324,12,5.5,5.5,25
9771478078006,1319,2.4,2.4,10
5000318002654,864,1.55,1.55,4
5099338025095,298,2.5,2.5,19
5000128595438,364,1.5,1.5,11
799439182240,953,1,1,8
5052598148409,1726,18.99,18.99,4
5025759009482,1263,5.85,5.85,10
5201193218547,103,1.25,1.25,22
7622210480002,265,1.25,1.25,8
5015934373712,970,2.99,2.99,5
6291007907872,331,1.5,1.5,12
5010482813734,101,3.75,3.75,4
4025500280314,88,2.65,2.65,19
5010082132716,264,0.5,0.5,12
9770956805134,1761,1.4,1.4,18
8718800005744,24,1.5,1.5,10
5010482892357,950,2.75,2.75,13
8906077361889,1730,1.3,1.3,9
5010482260521,458,2.5,2.5,24
4025500236403,718,1.7,1.7,9
5000185114993,1739,1,1,22
5060193939278,276,1.13,1.13,23
5010482368616,96,2,2,6
5056170383745,1677,0.5,0.5,12
5000232004512,72,4.25,4.25,8
5025659901435,1785,1.5,1.5,2
788821041142,1224,1.15,1.15,9
5060255920015,1749,1,1,13
5010482415129,1477,2,2,16
5050565223005,1252,4.99,4.99,4
5011262861266,1335,2,2,25
5019485114800,1706,1.25,1.25,14
5010041003033,1604,2,2,12
5016840200130,21,8.99,8.99,8
5014234085097,1544,1.29,1.29,19
5010482452278,319,2.5,2.5,14
5060200952443,1453,1.5,1.5,15
8001090824783,1249,6,6,3
5018605378627,1392,2.25,2.25,19
5010482582739,1253,2,2,4
5011308048019,1410,1.5,1.5,9
5033601665427,1227,1,1,6
7393714518286,1725,2.39,2.39,8
5010482650018,852,1.75,1.75,23
8719200187009,316,4.65,4.65,21
5000159527361,645,2.75,2.75,7
5010482508319,446,1,1,7
5010052113363,488,1.35,1.35,15
5449000000279,1762,13.5,13.5,12
5411188091912,831,1.7,1.7,23
8013399110689,1785,1.25,1.25,15
5015818129008,1265,0.35,0.35,23
5013919003180,1217,10.5,10.5,8
5038135218224,178,1.49,1.49,11
5010482383107,1369,2,2,8
5011069172480,302,3.5,3.5,21
5010482773953,1315,1.65,1.65,1
5017279450011,1542,1.75,1.75,10
5060868951277,899,1,1,24
5060038028976,121,3,3,1
5010102111936,1326,3.35,3.35,5
5013478152749,359,2.99,2.99,16
7622210881519,1274,2.75,2.75,8
8435201703351,732,2,2,8
5000387907874,31,18.5,18.5,24
5010975075175,145,4,4,12
7613036667210,738,1.5,1.5,21
4001686584330,1604,0.25,0.25,6
5010482175252,844,1.4,1.4,3
4017100407567,1583,1.5,1.5,23
7316641017004,1392,1.75,1.75,12
5010482392888,678,2,2,24
5019854501163,1213,2,2,11
11179811007,586,1,1,18
5099337900089,589,1.79,1.79,16
3664346339964,1327,2,2,21
8906000210055,1347,17,17,4
5010482731977,1732,0.5,0.5,8
5029053571485,52,2.5,2.5,12
5000221607953,573,2.25,2.25,11
5010482368944,1767,2,2,8
8901786161003,1367,1.25,1.25,23
5010482952242,711,1,1,17
5060947544420,1479,11,11,16
5038135251016,1368,1.99,1.99,15
5060677901821,771,1.98,1.98,9
5000116108916,587,4,4,4
5010137012505,309,2.6,2.6,22
3086126674704,34,0.75,0.75,16
8727200221029,314,2,2,5
5449000273093,1666,11.5,11.5,2
5010482409906,1646,4,4,12
5000159539265,301,0.1,0.1,15
9320383453257,387,3,3,5
5011026701753,1615,1.85,1.85,22
5034525000370,781,4,4,5
745760706389,1304,1,1,19
7613036289757,858,7.8,7.8,18
8006540910665,963,5,5,22
5065013305639,715,2.5,2.5,17
5010482913014,702,5,5,18
5060402907944,1266,1.75,1.75,22
5060147112061,356,1.25,1.25,22
5010482836504,636,1.15,1.15,3
5035251004236,1408,1.22,1.22,1
5010478178458,1449,1.25,1.25,13
5053990176007,692,1.75,1.75,13
8008440522931,1547,7.75,7.75,23
5056170387972,1275,1,1,18
5057693030208,1484,19.99,19.99,18
5012523231965,1526,18,18,12
5010482912499,949,2,2,1
7613036002479,1726,2.2,2.2,25
8424465884326,390,2.5,2.5,16
7613035025233,243,29,29,18
7622202019265,1758,1,1,23
4132500115024,1692,1,1,18
5011231826586,976,1,1,25
8938506311240,1384,1,1,7
5000185111770,367,6,6,3
4060800305961,1578,11.25,11.25,22
7613035884724,1636,1,1,16
5010482842093,580,5,5,13
5010092724215,1674,1.39,1.39,6
5010153870981,147,6.5,6.5,10
8720182567536,145,0.1,0.1,2
5010482905118,969,2.3,2.3,9
5000394141827,1501,0.99,0.99,13
8714100390214,54,0.7,0.7,5
9770262246966,293,3.99,3.99,13
5011832042705,3,39.99,39.99,21
5055037002720,602,0.1,0.1,23
5010482766139,152,3,3,9
3057640100178,1667,1.15,1.15,8
8711327479883,34,3.5,3.5,10
5024447000084,298,8.5,8.5,19
5013803137021,357,1,1,19
5010482648770,1214,2.3,2.3,20
9772051886674,317,1.4,1.4,10
5060549640193,3,1.25,1.25,5
5055192662326,1544,1,1,18
5060199673213,876,5,5,18
5010482382902,181,3.5,3.5,8
8445290478986,237,1.35,1.35,19
5060231723210,1474,3,3,17
5011417561690,1704,1.75,1.75,14
8720181209246,1544,1.5,1.5,13
5013635484102,1259,3,3,18
5011417574003,1299,3,3,20
5011417543627,1790,2,2,23
5000354925191,238,3.5,3.5,8
5010482188078,1739,2,2,4
5000157064448,896,1.7,1.7,1
5000168035192,12,1.35,1.35,7
5000354919923,377,3,3,16
5060038582447,220,7,7,19
5011451602045,281,3,3,5
5050028315278,418,5,5,1
5060206741683,1332,0.8,0.8,21
5055180687454,664,3,3,12
5010482686543,543,1,1,3
8006540988206,1599,5.25,5.25,4
5010482168612,1761,2,2,23
9770956805226,136,1.4,1.4,10
5010482881238,1624,1.25,1.25,12
5000221004004,1640,1,1,9
7790189041903,1552,8.5,8.5,6
5010115902651,857,2.25,2.25,20
5000168002330,1524,1.35,1.35,17
5011096009025,1252,1.5,1.5,5
4060800309709,363,0.01,0.01,5
5060685750244,1344,1.75,1.75,12
5000171061591,1489,3.5,3.5,17
5031396075933,1328,1,1,25
46214230208,1415,1.5,1.5,23
3760049799217,170,2,2,21
5014379010954,168,1.19,1.19,1
5010482938109,573,3.5,3.5,16
5025728026854,263,11,11,13
5026489480510,1556,0.7,0.7,14
96138335,1256,1.25,1.25,7
5000208092949,295,1,1,20
5390003011239,224,2.5,2.5,22
5019854502009,414,1.5,1.5,15
8712561306119,1258,2,2,21
5050665043725,1479,5.5,5.5,13
5014379008418,1626,8.49,8.49,21
5025970013251,1739,3.25,3.25,6
5023826752200,110,1.75,1.75,13
5060215330014,1761,7.29,7.29,13
5010482403973,1498,8,8,2
7613287889935,841,1.5,1.5,6
9770960357735,831,1.55,1.55,10
5000328028651,845,2.5,2.5,20
5010482403300,1343,3.75,3.75,7
5010482185466,1447,1,1,5
8690146152583,238,1,1,15
5000136024982,217,1,1,13
5000328262079,366,1.75,1.75,22
5065013305691,202,2,2,13
5000111044226,1260,1.5,1.5,22
5031396092947,627,1.75,1.75,4
5010482188504,397,1,1,20
5010482448646,122,1.5,1.5,17
5000116128624,1581,6.6,6.6,21
5391528567133,639,0.75,0.75,14
5020628003622,831,2.6,2.6,23
3086123008946,458,0.5,0.5,7
5055195880314,652,28.99,28.99,22
5010482341442,758,0.5,0.5,25
5010262703101,926,1.5,1.5,8
5010482415143,599,2.5,2.5,24
8410591004370,517,3.99,3.99,18
5010482419851,62,1,1,7
5025659902135,629,1.5,1.5,22
5016346519576,1519,0.1,0.1,21
5011475124639,682,1.3,1.3,16
4014400924596,560,4,4,16
3303292703459,1252,19.99,19.99,8
5391535690190,234,3,3,2
5011666730793,383,19.99,19.99,12
5025659902203,144,5.5,5.5,5
5099556025488,947,2.5,2.5,11
5099406009231,1219,2.99,2.99,25
5025148131770,1336,7.5,7.5,24
5056357909263,1432,0.1,0.1,16
5010482950613,1756,2,2,17
5000116102792,1447,2.19,2.19,12
5000205034867,657,1,1,17
8030705012765,1642,6,6,8
5056032927933,272,44.99,44.99,6
9770960357131,598,1.55,1.55,3
8001665715287,1512,2.15,2.15,15
7613287755339,96,2.5,2.5,24
5010482322113,690,1,1,2
5000136083750,260,1.5,1.5,25
5010038453834,881,5,5,8
5010482420864,804,4.5,4.5,12
8700216917377,148,6,6,15
4000349860088,1595,1.09,1.09,16
5000354403347,974,1.75,1.75,2
5000245002826,555,1,1,1
5052514009142,865,0.65,0.65,20
5012035962241,269,1.25,1.25,6
5060120680167,779,6.5,6.5,17
8012901004553,1527,1.8,1.8,18
7613036138420,29,2.25,2.25,22
5000168085593,215,1.25,1.25,22
5010482317973,1586,5,5,16
5010482857028,758,2,2,2
5060110483136,913,3.5,3.5,13
5011001103046,30,1.55,1.55,6
50126033,402,0.66,0.66,6
5010482541767,1240,0.75,0.75,10
5010482794149,722,3,3,19
9414202211170,224,3.49,3.49,9
5010482949563,896,4.75,4.75,17
6009694636612,1693,0.8,0.8,22
48256299557,262,1.5,1.5,2
5060195902768,1634,2,2,13
5060947544390,737,11,11,5
5010482783709,183,1,1,2
5010708220322,376,2.2,2.2,21
4000539765742,995,1.5,1.5,23
7622210304377,317,2,2,14
5015818003889,818,1,1,5
8710908854651,943,3,3,10
8718158904133,215,1.5,1.5,24
5010482877620,1739,5,5,17
3086123340558,813,1,1,12
8723400829485,919,1.25,1.25,9
4000177031582,966,1,1,25
4025500146764,266,0.9,0.9,7
5390494003034,1647,1.85,1.85,8
5000158070882,1662,6.35,6.35,7
8715700421377,861,2,2,14
5010038009031,1355,5.29,5.29,3
5449000320445,789,8,8,11
8001090197740,765,4.99,4.99,23
5060068769092,547,2.5,2.5,3
4025500126223,116,3,3,2
5011056072670,125,2,2,17
5060147117325,268,2,2,23
5056170363198,1462,1,1,14
5010482203023,1304,1,1,8
5000159473965,962,2,2,21
5010482797157,1595,1.4,1.4,10
5391531690033,45,1.25,1.25,14
5012686069801,1782,2.39,2.39,21
5000159538831,668,0.1,0.1,7
3016661155659,868,17,17,11
5010549016122,1226,6.5,6.5,4
5010134917841,792,17.1,17.1,7
5010482903213,1343,3.5,3.5,20
8006540550052,1265,6,6,11
8941189405861,609,1.3,1.3,3
5010482896461,1552,13.5,13.5,25
5011157995403,660,1,1,5
5021878002175,637,1,1,19
8712561483162,502,3,3,19
8941189405861,1678,1.3,1.3,5
5000237128299,1367,1.5,1.5,15
5056192409928,687,2.25,2.25,19
5010482662165,366,2,2,16
7809579800744,1788,7.99,7.99,25
8594403110128,819,0.59,0.59,16
5000289922302,1500,18.25,18.25,23
5000225005793,841,0.85,0.85,18
7622210379801,102,5.25,5.25,18
5796321375006,316,1.75,1.75,12
5020580370107,1298,1.6,1.6,7
5010482879716,761,4,4,23
5010482319496,33,5,5,15
5017342007210,1289,1.5,1.5,22
5065013305806,149,2,2,14
5000147030682,1730,1.53,1.53,7
5011059001806,1371,2,2,24
5010795623648,1248,0.1,0.1,21
5900437140667,832,1,1,9
5060169982123,96,2,2,5
5010549303963,1410,2.39,2.39,8
5000328014715,341,3,3,22
4005900567932,1375,1.95,1.95,9
7622201440749,951,4,4,4
5449000195524,1728,3.94,3.94,10
5010482314286,1717,2.75,2.75,20
5022313332154,262,1.6,1.6,23
3023290209219,28,2.7,2.7,10
658556063798,593,15,15,4
5011080182291,773,2.65,2.65,25
5010092014903,161,1.19,1.19,23
5010482762315,2,0.59,0.59,14
5034033000220,1737,1.49,1.49,2
5056175945658,413,1,1,20
5000328588056,445,2.5,2.5,21
5099556019418,660,3.95,3.95,16
5010338015183,1590,3.5,3.5,19
4820008120496,17,1.31,1.31,1
8435201703917,574,1.5,1.5,10
8712100711886,43,3.79,3.79,17
5012583205616,954,4,4,1
5015934399286,643,5.99,5.99,3
9770957623621,760,0.9,0.9,21
40111445,645,0.89,0.89,1
9770960357551,1415,1.55,1.55,7
5060302251765,702,2.75,2.75,12
5060038582454,1353,4,4,20
5023849100460,1728,1.5,1.5,7
5060414330020,433,4,4,25
5033729012714,1294,2,2,5
5010082113456,741,1,1,2
5000168003818,398,1.25,1.25,15
5060569490662,1209,3.75,3.75,20
5000108281313,309,3.6,3.6,17
5056175914111,261,0.75,0.75,2
5000159487276,1569,2,2,13
8720181499753,259,4,4,25
5740900402768,693,7.25,7.25,4
658556063798,760,15,15,3
5410438044357,805,2.5,2.5,3
5060327460746,12,4,4,22
5050665021129,1553,1,1,19
5010482448646,1590,1.5,1.5,13
5011157993645,31,1,1,7
5410316982474,446,15.99,15.99,23
5016346516766,941,7,7,2
5010482533076,792,1,1,16
846344076253,132,15,15,14
5013919001209,822,1,1,10
5056170374163,420,1.5,1.5,5
8712000054748,1580,6,6,16
50237753,1754,1.75,1.75,3
5056357905944,1244,1.5,1.5,20
5056170383219,702,1.5,1.5,5
5013377011901,741,2.25,2.25,19
5011231837674,1404,0.25,0.25,3
5021932021449,137,7.75,7.75,14
5010482684037,1298,2,2,12
5065013305202,1309,2,2,10
4084500846548,889,4.5,4.5,9
8711000411728,761,0.62,0.62,17
5010482627119,364,1,1,21
5010482891282,549,2.25,2.25,20
4025500166311,417,2.29,2.29,2
5053941032574,1683,0.01,0.01,8
5050375128064,917,0.25,0.25,20
5390054048932,653,1,1,25
5449000124487,1425,1,1,24
8410655003516,1350,3.99,3.99,11
5000168213682,1575,1,1,14
5015934237786,384,5.99,5.99,10
6003770009291,1676,3.25,3.25,18
5010482883072,64,1,1,5
5010482583965,1708,5,5,4
5013668391590,145,5.25,5.25,23
5010482896706,217,1,1,5
7622202397585,877,2.75,2.75,4
8723400798583,1735,1.75,1.75,5
5010482137366,1216,2,2,10
8006540334065,625,2.75,2.75,7
5011056020398,292,1.32,1.32,4
5011546443058,587,1,1,1
5065013305493,636,16,16,18
5000168003702,700,0.9,0.9,1
5000328028392,64,2.5,2.5,6
7622202026560,270,5.5,5.5,15
9322214007806,553,6,6,3
3086125017830,1673,2,2,15
5011056073028,1336,2,2,5
5010482860479,333,2,2,23
5000112649642,1210,5.25,5.25,15
5000197584494,601,1.95,1.95,24
5010082132761,1305,0.5,0.5,23
5011059001806,831,2,2,19
5000328378091,225,4,4,23
5012035967406,763,1,1,19
5034424004103,612,1,1,9
5390494002150,539,1.79,1.79,16
5010029230925,1527,1.25,1.25,16
5010482887049,399,2,2,2
5010482084158,814,3,3,12
5011096010984,601,1.15,1.15,14
5397199000047,1756,4,4,12
5000108033615,113,1.85,1.85,22
5010482887858,786,1,1,20
5010035169226,213,2.5,2.5,20
5010482435561,870,2.5,2.5,8
5010482789732,676,5,5,17
5060147110258,618,1.25,1.25,14
5010482934385,718,1,1,18
5021878001581,1615,1,1,4
5010482775223,1780,2,2,4
3574661440477,950,1.25,1.25,10
5410228102762,744,3.89,3.89,17
5014555025789,533,4,4,4
9771751628966,647,2,2,23
5000224009952,75,2.25,2.25,12
9770307268861,809,1.1,1.1,16
5010438019814,1210,1.09,1.09,3
5056563701880,85,0.1,0.1,22
5065000523183,1208,3.35,3.35,19
5059321002144,251,0.59,0.59,2
5010482916954,631,5,5,11
8005390011157,831,5.49,5.49,20
8593868000302,303,2.49,2.49,21
5060125543641,615,2.5,2.5,20
5000137805955,965,1,1,20
4060800308382,1495,3.5,3.5,20
5010658312658,1220,3.85,3.85,20
5010482533168,268,0.25,0.25,12
5034660021643,1251,6,6,1
5010482913083,1477,5.25,5.25,20
8594403110166,438,5.75,5.75,13
3326262275114,221,7.75,7.75,6
8002210125070,555,3.4,3.4,1
5010481006328,1632,2.5,2.5,22
5010482568481,916,1,1,5
5057624418082,336,1,1,1
5056170371483,329,1.5,1.5,18
8711327665873,355,3.25,3.25,8
842993124284,1423,5,5,15
5060988810157,270,3.5,3.5,6
5410316968102,1232,5.65,5.65,18
5000157147578,1354,0.5,0.5,18
5053990138746,435,1.85,1.85,21
8600114011026,754,1,1,6
5011417561751,1305,2.3,2.3,17
5391521833365,833,3.5,3.5,17
6111094000013,268,3.5,3.5,8
5060476795942,151,1.75,1.75,10
5010482896768,1682,0.01,0.01,22
5000157150974,1787,3.72,3.72,7
7804320362717,172,6.5,6.5,5
5022374060423,1792,2,2,15
5010482937867,676,3.75,3.75,11
5010482942939,1574,2.6,2.6,25
5000328334271,782,1.35,1.35,17
8714789810348,1735,1.5,1.5,20
8710522806593,700,1.2,1.2,3
5010482882341,1351,3,3,24
5000382108443,1425,1,1,13
8711000519356,605,4.25,4.25,24
7613033126390,290,1,1,8
7322540484731,344,2.5,2.5,13
5018156011127,1728,1.6,1.6,23
5029730000826,1531,2,2,4
5013919005221,517,4.5,4.5,10
5010482906115,267,2.25,2.25,15
5010482796082,586,1,1,22
7622210989482,741,2.75,2.75,8
5026180027588,537,3.99,3.99,8
7290101224730,1717,2,2,17
72417143595,1213,0.85,0.85,6
5796321456026,983,4.5,4.5,7
5010482449858,284,12,12,8
5010035068673,1294,0.85,0.85,13
5000116123926,1670,1.75,1.75,23
5015818003889,153,1,1,11
5010102119314,1599,1.75,1.75,15
7622210078131,1724,1.65,1.65,22
5391527000921,1215,2.25,2.25,15
5000116128617,781,3.5,3.5,5
8008857329482,1600,1,1,2
5010482685157,12,1.5,1.5,14
4025500278243,121,3,3,14
50007592,10,5.65,5.65,11
5011035502846,371,2,2,23
5010482213893,353,2.5,2.5,15
8712561848060,1731,1.5,1.5,17
5031416061984,100,6.5,6.5,11
5904242003742,1678,0.5,0.5,6
8722700800408,897,2.75,2.75,4
5000157075932,85,3,3,12
5000328270036,267,1.75,1.75,23
5050028151968,1630,4,4,5
8410076421838,1304,1.75,1.75,20
3760049798173,130,1.58,1.58,10
5030756005856,376,2,2,5
5000378998317,160,12,12,17
8413178347747,1458,1,1,21
5010482933678,1319,4,4,4
5010482659264,1427,0.49,0.49,25
7613036912990,71,12.5,12.5,8
5011475251953,1684,4.4,4.4,24
5011348018133,1538,5.29,5.29,25
4002359008214,778,0.5,0.5,11
5000328031729,1660,2.5,2.5,22
5012030991314,227,1,1,20
5010482954468,611,4,4,11
5410531546307,154,2.75,2.75,17
5060452490281,88,1.25,1.25,11
4258633140051,433,1,1,8
8001090737458,1597,2,2,10
5000354919930,1632,3,3,25
5060190565395,1229,7,7,18
5023377009457,1810,1,1,10
8445290750716,1643,2.75,2.75,22
8720182567536,1226,0.1,0.1,17
11179314065,601,1.5,1.5,7
5010482198992,889,1.49,1.49,12
5010093104016,1796,15.99,15.99,12
5010482168667,130,3.75,3.75,17
5053990158034,416,1.95,1.95,13
5011059001455,1726,2.95,2.95,22
8015673028741,348,3.5,3.5,17
9120009720301,1409,12,12,24
5000143949025,125,7.55,7.55,13
5056492900217,690,1.19,1.19,21
7613287430946,100,0.79,0.79,24
5000108703174,827,1.3,1.3,23
4770608255855,17,15,15,4
7622210737458,845,2.4,2.4,18
5010482793333,227,1,1,20
3430560004618,741,9.99,9.99,21
5010482925680,290,4,4,3
9770214388157,669,3.15,3.15,20
8411936706362,1647,1,1,5
5060072990024,207,1.8,1.8,7
5011059002230,822,2,2,22
5012159037535,1631,1,1,3
